stiched_unstiched,avg_rating_tot_reviews,weight,title,url,gender,brand,material,image_urls,seller,cost,link,images,occasion,age_group,product_location,condition
,3.9/5 (19 reviews),0.30 kg,Men's Colorful T-Shirt,http://www.kaymu.com.np/mens-colorful-t-shirt-1680265.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8555-5620861-1-zoom.jpg,The Suzyan,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.9/5 (19 reviews),0.30 kg,Sene Fu Printed T-Shirt - Grey,http://www.kaymu.com.np/sene-fu-printed-t-shirt-grey-1680240.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8552-0420861-1-zoom.jpg,The Suzyan,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Pink and White Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-pink-and-white-mens-printed-t-shirt-1678105.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7834-5018761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,Someone Who Printed T-Shirt - Light Blue,http://www.kaymu.com.np/someone-who-printed-t-shirt-light-blue-113792.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9107-297311-1-zoom.jpg,phalano,"Rs 1,240",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.9/5 (29 reviews),0.25 kg,Versage Print Cotton T-Shirt - Black,http://www.kaymu.com.np/versage-print-cotton-t-shirt-black-245625.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9109-526542-1-zoom.jpg,Drapery,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Blue and White Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-blue-and-white-mens-printed-t-shirt-1678099.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6574-9908761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.5/5 (2 reviews),0.25 kg,Cotton Stretchable T-Shirt - Light Green,http://www.kaymu.com.np/cotton-stretchable-t-shirt-light-green-251783.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4136-387152-1-zoom.jpg,CkCollection,Rs 830,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (1 review),0.30 kg,Ice Breaker Inner Wear T-Shirt,http://www.kaymu.com.np/ice-breaker-inner-wear-t-shirt-102378.html,Men's,Other,Wool,http://static.kaymu.com.np/p/other-5508-873201-1-zoom.jpg,AnnapurnaTrekkingShop,"Rs 7,000",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.30 kg,Black Men's Printed T-shirt,http://www.kaymu.com.np/black-mens-printed-t-shirt-1678108.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8018-8018761-1-zoom.jpg,SixtysevenClothingStore,Rs 650,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.30 kg,Blue Old Skool Print T-shirt,http://www.kaymu.com.np/blue-old-skool-print-t-shirt-1678111.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8323-1118761-1-zoom.jpg,SixtysevenClothingStore,Rs 650,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4.1/5 (23 reviews),0.25 kg,Batman Black T-Shirt for Men,http://www.kaymu.com.np/batman-black-t-shirt-for-men-58899.html,Men's,Other,Other,http://static.kaymu.com.np/p/other-4337-99885-1-zoom.jpg,merowardrobe,"Rs 2,903",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Pink and Grey Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-pink-and-grey-mens-printed-t-shirt-1678097.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6339-7908761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,Light Purple Nepal Lies Printed T-Shirt,http://www.kaymu.com.np/light-purple-nepal-lies-printed-t-shirt-113795.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7174-597311-1-zoom.jpg,phalano,"Rs 1,240",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,Buddha's Eye Print V Neck T-Shirt - Pink,http://www.kaymu.com.np/buddhas-eye-print-v-neck-t-shirt-pink-113789.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7050-987311-1-zoom.jpg,phalano,"Rs 1,240",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.1/5 (23 reviews),0.25 kg,Manga Boot Print T Shirt - White,http://www.kaymu.com.np/manga-boot-print-t-shirt-white-58891.html,Men's,Other,Other,http://static.kaymu.com.np/p/other-4165-19885-1-zoom.jpg,merowardrobe,"Rs 2,186",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Pink and Grey Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-pink-and-grey-mens-printed-t-shirt-1678106.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8014-6018761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Blue and Pink Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-blue-and-pink-mens-printed-t-shirt-1678100.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6697-0018761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Black and Blue Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-black-and-blue-mens-printed-t-shirt-1678101.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6882-1018761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,V Neck Nepal Printed T-Shirt - White,http://www.kaymu.com.np/v-neck-nepal-printed-t-shirt-white-113788.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6992-887311-1-zoom.jpg,phalano,"Rs 1,120",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4.1/5 (23 reviews),0.25 kg,Superman T-Shirt for Men - Black,http://www.kaymu.com.np/superman-t-shirt-for-men-black-58993.html,Men's,Other,Other,http://static.kaymu.com.np/p/other-9114-39985-1-zoom.jpg,merowardrobe,"Rs 2,903",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Blue Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-blue-mens-printed-t-shirt-1678104.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7785-4018761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,Jhilke Printed T-Shirt - Green,http://www.kaymu.com.np/jhilke-printed-t-shirt-green-113787.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6987-787311-1-zoom.jpg,phalano,"Rs 1,240",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Pink and Black Printed T-shirt,http://www.kaymu.com.np/combo-of-2-pink-and-black-printed-t-shirt-1678096.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6280-6908761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (6 reviews),0.25 kg,Giordano Printed Tshirt - Blue,http://www.kaymu.com.np/giordano-printed-tshirt-blue-1682746.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5754-6472861-1-zoom.jpg,advantage,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,Pandu Printed T-Shirt - Purple,http://www.kaymu.com.np/pandu-printed-t-shirt-purple-113786.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9109-687311-1-zoom.jpg,phalano,"Rs 1,240",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),1.00 kg,Kite Printed White T Shirt,http://www.kaymu.com.np/kite-printed-white-t-shirt-54920.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5135-02945-1-zoom.jpg,phalano,"Rs 1,264",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Black Top Coastel Baseball T-Shirt With Buttons,http://www.kaymu.com.np/black-top-coastel-baseball-t-shirt-with-buttons-300870.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6478-078003-1-zoom.jpg,AwesomeDeal,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (6 reviews),0.25 kg,Calvin Klein V-Neck Tshirt - Black,http://www.kaymu.com.np/calvin-klein-v-neck-tshirt-black-1682744.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5341-4472861-1-zoom.jpg,advantage,"Rs 1,090",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Key Printed T-Neck T-Shirt For Men Red,http://www.kaymu.com.np/key-printed-t-neck-t-shirt-for-men-red-1666148.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4658-8416661-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Key Printed T-Neck T-Shirt For Men White,http://www.kaymu.com.np/key-printed-t-neck-t-shirt-for-men-white-1666147.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4660-7416661-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,T-Neck Grey Quarter Sleeve Tshirt For Men,http://www.kaymu.com.np/t-neck-grey-quarter-sleeve-tshirt-for-men-1666136.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4539-6316661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans Black Tshirt For Men,http://www.kaymu.com.np/vans-black-tshirt-for-men-1666159.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4766-9516661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (6 reviews),0.25 kg,Red Tag Plain V-Neck Tshirt - Grey,http://www.kaymu.com.np/red-tag-plain-v-neck-tshirt-grey-1682743.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5335-3472861-1-zoom.jpg,advantage,Rs 775,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (6 reviews),0.25 kg,Giordano S Print Tshirt - Grey,http://www.kaymu.com.np/giordano-s-print-tshirt-grey-1682747.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5756-7472861-1-zoom.jpg,advantage,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans White Tshirt For Men,http://www.kaymu.com.np/vans-white-tshirt-for-men-1666117.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4549-7116661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (6 reviews),0.30 kg,Calvin Klein V-Neck T-shirt - Blue,http://www.kaymu.com.np/calvin-klein-v-neck-t-shirt-blue-1682740.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5216-0472861-1-zoom.jpg,advantage,"Rs 1,090",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Anchor Printed T-Shirt for Men - White,http://www.kaymu.com.np/anchor-printed-t-shirt-for-men-white-1676933.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4316-3396761-1-zoom.jpg,AwesomeDeal,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans Black Tshirt For Men,http://www.kaymu.com.np/vans-black-tshirt-for-men-1666157.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4652-7516661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,H&M Round Neck V-Shirt For Men Black,http://www.kaymu.com.np/h-m-round-neck-v-shirt-for-men-black-1666132.html,Men's,,Cotton,http://static.kaymu.com.np/p/h-m-4544-2316661-1-zoom.jpg,AwesomeDeal,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Skull Printed Wash T Shirt For Men,http://www.kaymu.com.np/skull-printed-wash-t-shirt-for-men-1666150.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4657-0516661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (6 reviews),0.25 kg,Giordano Valuable Word Tshirt - Black,http://www.kaymu.com.np/giordano-valuable-word-tshirt-black-1682742.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5330-2472861-1-zoom.jpg,advantage,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.30 kg,Woodmax Bullet Printed T-Shirt - Red,http://www.kaymu.com.np/woodmax-bullet-printed-t-shirt-red-1676921.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3420-1296761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,H&M Round Neck V-Shirt For Men Light Grey,http://www.kaymu.com.np/h-m-round-neck-v-shirt-for-men-light-grey-1666130.html,Men's,,Cotton,http://static.kaymu.com.np/p/h-m-4545-0316661-1-zoom.jpg,AwesomeDeal,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,H&M Round Neck V-Shirt For Men Grey,http://www.kaymu.com.np/h-m-round-neck-v-shirt-for-men-grey-1666133.html,Men's,,Cotton,http://static.kaymu.com.np/p/h-m-4544-3316661-1-zoom.jpg,AwesomeDeal,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,V-Neck Polo Tshirt For Men  Green,http://www.kaymu.com.np/v-neck-polo-tshirt-for-men-green-1666125.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4544-5216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,No Work Today Printed T-Shirt for Men - White,http://www.kaymu.com.np/no-work-today-printed-t-shirt-for-men-white-1676935.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4379-5396761-1-zoom.jpg,AwesomeDeal,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Grey Top Coastel Baseball T-Shirt,http://www.kaymu.com.np/grey-top-coastel-baseball-t-shirt-300852.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5459-258003-1-zoom.jpg,AwesomeDeal,"Rs 1,100",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (140 reviews),0.30 kg,Quarter Sleeve Cotton T-Shirt - Brown,http://www.kaymu.com.np/quarter-sleeve-cotton-t-shirt-brown-290682.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9718-286092-1-zoom.jpg,SurajJeansCollection,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Black & Red Stripped V-Neck T-Shirt for Men,http://www.kaymu.com.np/black-red-stripped-v-neck-t-shirt-for-men-1676938.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4556-8396761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Blue Top Coastel Quarter Sleeve Baseball T-Shirt,http://www.kaymu.com.np/blue-top-coastel-quarter-sleeve-baseball-t-shirt-300865.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6060-568003-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Grey V-Neck T-Shirt for Men,http://www.kaymu.com.np/grey-v-neck-t-shirt-for-men-1676937.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4495-7396761-1-zoom.jpg,AwesomeDeal,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Top Coastel Plain Black Quarter Sleeve T-Shirt,http://www.kaymu.com.np/top-coastel-plain-black-quarter-sleeve-t-shirt-300863.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5999-368003-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,H&M Round Neck T-Shirt For Men Blue,http://www.kaymu.com.np/h-m-round-neck-t-shirt-for-men-blue-1666134.html,Men's,,Cotton,http://static.kaymu.com.np/p/h-m-4539-4316661-1-zoom.jpg,AwesomeDeal,Rs 900,,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (14 reviews),0.25 kg,HNM Cotton V-Neck White T-shirt,http://www.kaymu.com.np/hnm-cotton-v-neck-white-t-shirt-300517.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4042-715003-1-zoom.jpg,K-bazar,Rs 635,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Round Neck T-Shirt for Men - Orange,http://www.kaymu.com.np/round-neck-t-shirt-for-men-orange-1676928.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3901-8296761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Top Coastel Baseball T-Shirt with Buttons,http://www.kaymu.com.np/top-coastel-baseball-t-shirt-with-buttons-300869.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6419-968003-1-zoom.jpg,AwesomeDeal,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Whale Ale Printed T-Shirt for Men - White,http://www.kaymu.com.np/whale-ale-printed-t-shirt-for-men-white-1676929.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3956-9296761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Solar System Printed Wash Tshirt For Men,http://www.kaymu.com.np/solar-system-printed-wash-tshirt-for-men-1666152.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4657-2516661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Green Top Coastel Quarter Sleeve Baseball T-Shirt,http://www.kaymu.com.np/green-top-coastel-quarter-sleeve-baseball-t-shirt-300861.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5939-168003-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Black Vans Tshirt For Men,http://www.kaymu.com.np/black-vans-tshirt-for-men-1666122.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4549-2216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (6 reviews),0.25 kg,Urban District Angelo Litrico Henley Tshirt - Dark Grey,http://www.kaymu.com.np/urban-district-angelo-litrico-henley-tshirt-dark-grey-1682748.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5760-8472861-1-zoom.jpg,advantage,"Rs 1,090",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Sun Printed White Tshirt For Men,http://www.kaymu.com.np/sun-printed-white-tshirt-for-men-1666131.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4544-1316661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans Black T-shirt For Men,http://www.kaymu.com.np/vans-black-t-shirt-for-men-1666140.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4580-0416661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Buddha Printed T-Shirt - Pink,http://www.kaymu.com.np/buddha-printed-t-shirt-pink-101621.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4366-126101-1-zoom.jpg,AsianCotton,Rs 387,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,,0.30 kg,Men's V-Neck Striped T-Shirt (Orange/White),http://www.kaymu.com.np/mens-v-neck-striped-t-shirt-orange-white-1679788.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0191-8879761-1-zoom.jpg,OptionWearPatan,Rs 600,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Whale Ale Printed T-Shirt for Men - Blue,http://www.kaymu.com.np/whale-ale-printed-t-shirt-for-men-blue-1676953.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5397-3596761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Abstract Printed T-Neck Tshirt For Men,http://www.kaymu.com.np/abstract-printed-t-neck-tshirt-for-men-1666145.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4658-5416661-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,KTM Nepal Printed T-Shirt - Green,http://www.kaymu.com.np/ktm-nepal-printed-t-shirt-green-101624.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4420-426101-1-zoom.jpg,AsianCotton,Rs 387,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Iron Man Printed T-Shirt,http://www.kaymu.com.np/iron-man-printed-t-shirt-1679753.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7779-3579761-1-zoom.jpg,OptionWearPatan,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,T-Neck Blue Full Sleeve Tshirt For Men,http://www.kaymu.com.np/t-neck-blue-full-sleeve-tshirt-for-men-1666135.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4539-5316661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Dark Blue Gant Printed T-Shirt for Men,http://www.kaymu.com.np/dark-blue-gant-printed-t-shirt-for-men-1676932.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4257-2396761-1-zoom.jpg,AwesomeDeal,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Printed Poloneck Tshirt For Men Red,http://www.kaymu.com.np/printed-poloneck-tshirt-for-men-red-1666154.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4652-4516661-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.8/5 (5 reviews),0.30 kg,Black V-Neck Woolen T-Shirt,http://www.kaymu.com.np/black-v-neck-woolen-t-shirt-1665852.html,Men's,Other,Wool,http://static.kaymu.com.np/p/other-7602-2585661-1-zoom.jpg,TheGanzaFashionWear,"Rs 1,725",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Blue Top Coastel Baseball T-Shirt With Buttons,http://www.kaymu.com.np/blue-top-coastel-baseball-t-shirt-with-buttons-300868.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6299-868003-1-zoom.jpg,AwesomeDeal,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,White Top Coastel Baseball T-Shirt With Buttons,http://www.kaymu.com.np/white-top-coastel-baseball-t-shirt-with-buttons-300872.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6658-278003-1-zoom.jpg,AwesomeDeal,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.8/5 (5 reviews),0.30 kg,Abercrombie Round Neck T-Shirt,http://www.kaymu.com.np/abercrombie-round-neck-t-shirt-1665856.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7723-6585661-1-zoom.jpg,TheGanzaFashionWear,"Rs 1,555",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Green Top Coastel Baseball T-Shirt With Buttons,http://www.kaymu.com.np/green-top-coastel-baseball-t-shirt-with-buttons-300866.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6120-668003-1-zoom.jpg,AwesomeDeal,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Manchester City Printed T-Shirt,http://www.kaymu.com.np/manchester-city-printed-t-shirt-1679747.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7608-7479761-1-zoom.jpg,OptionWearPatan,Rs 650,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,White Top Coastel Baseball T-Shirt,http://www.kaymu.com.np/white-top-coastel-baseball-t-shirt-300853.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5519-358003-1-zoom.jpg,AwesomeDeal,"Rs 1,100",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Ch-Super Printed T-Shirt for Men - Red,http://www.kaymu.com.np/ch-super-printed-t-shirt-for-men-red-1676934.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4376-4396761-1-zoom.jpg,AwesomeDeal,"Rs 1,000",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
