stiched_unstiched,avg_rating_tot_reviews,weight,title,url,gender,brand,material,image_urls,seller,cost,link,images,occasion,age_group,product_location,condition
,3.8/5 (263 reviews),0.45 kg,Pack Of 2 Plain T-Shirts for Men's,http://www.kaymu.com.np/pack-of-2-plain-t-shirts-for-mens-1664262.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3271-2624661-1-zoom.jpg,Bastra,Rs 770,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (103 reviews),0.30 kg,Pink Espirit Pacific Park T-Shirt for Men's,http://www.kaymu.com.np/pink-espirit-pacific-park-t-shirt-for-mens-1666464.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8721-4646661-1-zoom.jpg,ElevateTrading,Rs 790,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4.5/5 (8 reviews),0.30 kg,Black LFC The Normal One T-shirt,http://www.kaymu.com.np/black-lfc-the-normal-one-t-shirt-1671646.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9900-6461761-1-zoom.jpg,SportsArena,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (103 reviews),0.30 kg,H & M Divided 8 Bit Game Printed T-Shirt (Black),http://www.kaymu.com.np/h-m-divided-8-bit-game-printed-t-shirt-black-1666435.html,Men's,,Cotton,http://static.kaymu.com.np/p/h-m-5307-5346661-1-zoom.jpg,ElevateTrading,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (72 reviews),0.25 kg,Jack and Jones Black T-Shirt,http://www.kaymu.com.np/jack-and-jones-black-t-shirt-1665982.html,Men's,,Cotton,http://static.kaymu.com.np/p/jack-jones-2671-2895661-1-zoom.jpg,Brandlanceapparel,Rs 799,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.2/5 (15 reviews),0.30 kg,Men's Striped T-Shirt - Blue,http://www.kaymu.com.np/mens-striped-t-shirt-blue-243679.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-1759-976342-1-zoom.jpg,CottonOn,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (103 reviews),0.30 kg,Yellow Espirit Round Neck T-Shirt,http://www.kaymu.com.np/yellow-espirit-round-neck-t-shirt-1666431.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3926-1346661-1-zoom.jpg,ElevateTrading,Rs 699,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (72 reviews),0.60 kg,Pack Of 2 Grey & Maroon  Cedarwood Men's T-Shirts,http://www.kaymu.com.np/pack-of-2-grey-maroon-cedarwood-mens-t-shirts-1682255.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4747-5522861-1-zoom.jpg,Brandlanceapparel,Rs 850,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (72 reviews),0.60 kg,Pack Of 2 Blue & Dark Grey Cedarwood Men's T-Shirts,http://www.kaymu.com.np/pack-of-2-blue-dark-grey-cedarwood-mens-t-shirts-1682251.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4505-1522861-1-zoom.jpg,Brandlanceapparel,Rs 850,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,White Bolt Printed T-shirt,http://www.kaymu.com.np/white-bolt-printed-t-shirt-1680323.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0419-3230861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (103 reviews),0.30 kg,Bershka Plain Pink V-Neck T-Shirt,http://www.kaymu.com.np/bershka-plain-pink-v-neck-t-shirt-1666422.html,Men's,,Cotton,http://static.kaymu.com.np/p/bershka-3320-2246661-1-zoom.jpg,ElevateTrading,Rs 699,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (103 reviews),0.30 kg,Black Edc Brand Ocean Drive Printed T-Shirt,http://www.kaymu.com.np/black-edc-brand-ocean-drive-printed-t-shirt-1666476.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9683-6746661-1-zoom.jpg,ElevateTrading,Rs 699,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (75 reviews),0.30 kg,Maroon Round Neck T-Shirt,http://www.kaymu.com.np/maroon-round-neck-t-shirt-1680355.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-1959-5530861-1-zoom.jpg,LR Enterprises,"Rs 1,199",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,Jack and Jones T-shirt - Brown,http://www.kaymu.com.np/jack-and-jones-t-shirt-brown-1680398.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9400-8930861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.3/5 (12 reviews),0.30 kg,Green Cool Jech T-shirt,http://www.kaymu.com.np/green-cool-jech-t-shirt-1671665.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9966-5661761-1-zoom.jpg,sablam1,Rs 599,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (88 reviews),0.25 kg,Men's Printed Tshirt - White,http://www.kaymu.com.np/mens-printed-tshirt-white-1680373.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7541-3730861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (75 reviews),0.30 kg,Fashion Raw T-Shirt With Buttons (Black),http://www.kaymu.com.np/fashion-raw-t-shirt-with-buttons-black-1680406.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9702-6040861-1-zoom.jpg,LR Enterprises,"Rs 1,199",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,Black V-Neck Pocket T-shirt,http://www.kaymu.com.np/black-v-neck-pocket-t-shirt-1680326.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0643-6230861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (88 reviews),0.25 kg,U-Neck Tshirt - Dark Grey,http://www.kaymu.com.np/u-neck-tshirt-dark-grey-1680397.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9341-7930861-1-zoom.jpg,Lifestyle,"Rs 1,350",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,,0.10 kg,White Round Neck Printed T-shirt - Germany (Ozil),http://www.kaymu.com.np/white-round-neck-printed-t-shirt-germany-ozil-1684157.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0343-7514861-1-zoom.jpg,Momentsclothing,Rs 800,,,Casual,More than 12 years,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (88 reviews),0.25 kg,Blue U-Neck T-shirt,http://www.kaymu.com.np/blue-u-neck-t-shirt-1680329.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0652-9230861-1-zoom.jpg,Lifestyle,"Rs 1,350",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (88 reviews),0.25 kg,Men's Printed Tshirt - Blue,http://www.kaymu.com.np/mens-printed-tshirt-blue-1680374.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7662-4730861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (72 reviews),0.30 kg,Jack & Jones Men's T-Shirt (Blue),http://www.kaymu.com.np/jack-jones-mens-t-shirt-blue-1673271.html,Men's,,Cotton,http://static.kaymu.com.np/p/jack-jones-9756-1723761-1-zoom.jpg,Brandlanceapparel,Rs 849,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4.5/5 (8 reviews),0.30 kg,Black Wayne Rooney T-Shirt,http://www.kaymu.com.np/black-wayne-rooney-t-shirt-1671647.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9904-7461761-1-zoom.jpg,SportsArena,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,Teal Blue Jack and Jones T-shirt,http://www.kaymu.com.np/teal-blue-jack-and-jones-t-shirt-1680324.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0469-4230861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,Dark Green Round Neck T-shirt,http://www.kaymu.com.np/dark-green-round-neck-t-shirt-1680325.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0589-5230861-1-zoom.jpg,Lifestyle,"Rs 1,350",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.5/5 (8 reviews),0.30 kg,Black Eden Hazard T-shirt,http://www.kaymu.com.np/black-eden-hazard-t-shirt-1671648.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9906-8461761-1-zoom.jpg,SportsArena,Rs 750,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,Men's Toys Blue T-shirt,http://www.kaymu.com.np/mens-toys-blue-t-shirt-1680309.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9570-9030861-1-zoom.jpg,Lifestyle,Rs 700,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (88 reviews),0.30 kg,V-Neck Pocket T-shirt - White,http://www.kaymu.com.np/v-neck-pocket-t-shirt-white-1680396.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9278-6930861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (88 reviews),0.30 kg,Black and White Striped Hood T-shirt,http://www.kaymu.com.np/black-and-white-striped-hood-t-shirt-1680312.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9748-2130861-1-zoom.jpg,Lifestyle,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (72 reviews),0.30 kg,Cedar Wood Style Men's T-Shirt (Grey),http://www.kaymu.com.np/cedar-wood-style-mens-t-shirt-grey-1673263.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8919-3623761-1-zoom.jpg,Brandlanceapparel,Rs 849,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (72 reviews),0.30 kg,Cedar Wood Style Men's T-Shirt (Purple),http://www.kaymu.com.np/cedar-wood-style-mens-t-shirt-purple-1673267.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9403-7623761-1-zoom.jpg,Brandlanceapparel,Rs 849,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (72 reviews),0.30 kg,Cedar Wood Style Men's T-Shirt (Green),http://www.kaymu.com.np/cedar-wood-style-mens-t-shirt-green-1673268.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9458-8623761-1-zoom.jpg,Brandlanceapparel,Rs 849,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Yak Nepal Printed T-Shirt (Black),http://www.kaymu.com.np/yak-nepal-printed-t-shirt-black-1681320.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7292-0231861-1-zoom.jpg,AsianCotton,Rs 399,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Mandala Printed T-Shirt- Black,http://www.kaymu.com.np/mandala-printed-t-shirt-black-101595.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3930-595101-1-zoom.jpg,AsianCotton,Rs 387,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Never Ending Printed T-Shirt (Dark Green),http://www.kaymu.com.np/never-ending-printed-t-shirt-dark-green-1681318.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7271-8131861-1-zoom.jpg,AsianCotton,Rs 399,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (226 reviews),0.20 kg,Yellow Printed T-Shirt,http://www.kaymu.com.np/yellow-printed-t-shirt-261161.html,Men's,Other,Other,http://static.kaymu.com.np/p/other-8942-161162-1-zoom.jpg,InduCollection,Rs 365,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Chelsea True Blues Printed T-Shirt,http://www.kaymu.com.np/chelsea-true-blues-printed-t-shirt-1679749.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7721-9479761-1-zoom.jpg,OptionWearPatan,Rs 650,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Knot Printed T-Shirt - Blue,http://www.kaymu.com.np/knot-printed-t-shirt-blue-101626.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4475-626101-1-zoom.jpg,AsianCotton,Rs 387,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,,0.30 kg,Red and White Men's V-Neck Striped T-Shirt,http://www.kaymu.com.np/red-and-white-mens-v-neck-striped-t-shirt-1679759.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7896-9579761-1-zoom.jpg,OptionWearPatan,Rs 600,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Never Ending Printed T-Shirt (Black),http://www.kaymu.com.np/never-ending-printed-t-shirt-black-1681328.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7872-8231861-1-zoom.jpg,AsianCotton,"Rs 1,089",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (75 reviews),0.30 kg,Men's White T-Shirt With Buttons,http://www.kaymu.com.np/mens-white-t-shirt-with-buttons-1680351.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-1780-1530861-1-zoom.jpg,LR Enterprises,"Rs 1,199",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.8/5 (14 reviews),0.75 kg,Pack of 3 Printed T-Shirts,http://www.kaymu.com.np/pack-of-3-printed-t-shirts-251672.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0639-276152-1-zoom.jpg,AsianCotton,"Rs 1,179",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Yak Printed T-Shirt (Dark Green),http://www.kaymu.com.np/yak-printed-t-shirt-dark-green-1681308.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7155-8031861-1-zoom.jpg,AsianCotton,Rs 399,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (75 reviews),0.30 kg,Black Round Neck T-Shirt With Zipper,http://www.kaymu.com.np/black-round-neck-t-shirt-with-zipper-1680358.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-2081-8530861-1-zoom.jpg,LR Enterprises,"Rs 1,199",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (75 reviews),0.30 kg,Black Round Neck T-Shirt With Buttons,http://www.kaymu.com.np/black-round-neck-t-shirt-with-buttons-1680364.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-2508-4630861-1-zoom.jpg,LR Enterprises,Rs 999,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Arsenal Printed T-Shirt,http://www.kaymu.com.np/arsenal-printed-t-shirt-1679748.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7657-8479761-1-zoom.jpg,OptionWearPatan,Rs 650,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Tibetian Mantra Printed T-Shirt (Grey),http://www.kaymu.com.np/tibetian-mantra-printed-t-shirt-grey-1681316.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7282-6131861-1-zoom.jpg,AsianCotton,Rs 399,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Joker Printed T-Shirt,http://www.kaymu.com.np/joker-printed-t-shirt-1679751.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7728-1579761-1-zoom.jpg,OptionWearPatan,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (75 reviews),0.30 kg,Maroon T-Shirt With Buttons,http://www.kaymu.com.np/maroon-t-shirt-with-buttons-1680349.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-1721-9430861-1-zoom.jpg,LR Enterprises,"Rs 1,199",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Bhairab Printed T-Shirt (Maroon),http://www.kaymu.com.np/bhairab-printed-t-shirt-maroon-1681312.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7164-2131861-1-zoom.jpg,AsianCotton,Rs 399,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Owl Printed Wash Tshirt For Men,http://www.kaymu.com.np/owl-printed-wash-tshirt-for-men-1666153.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4652-3516661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,V-Neck Polo Tshirt For Men Orange,http://www.kaymu.com.np/v-neck-polo-tshirt-for-men-orange-1666124.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4549-4216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Gant Printed T-Shirt for Men - Blue,http://www.kaymu.com.np/gant-printed-t-shirt-for-men-blue-1676931.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4199-1396761-1-zoom.jpg,AwesomeDeal,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Star Print T-Shirt (Black),http://www.kaymu.com.np/star-print-t-shirt-black-1679756.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7792-6579761-1-zoom.jpg,OptionWearPatan,"Rs 1,050",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Woodmax Bullet Printed T-Shirt - Blue,http://www.kaymu.com.np/woodmax-bullet-printed-t-shirt-blue-1676924.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3540-4296761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Cristiano Ronaldo Cr7 Printed T-Shirt,http://www.kaymu.com.np/cristiano-ronaldo-cr7-printed-t-shirt-1679744.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7601-4479761-1-zoom.jpg,OptionWearPatan,Rs 650,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Light Green Round Neck T-Shirt for Men,http://www.kaymu.com.np/light-green-round-neck-t-shirt-for-men-1676925.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3600-5296761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Top Coastel Plain White Quarter Sleeve T-Shirt,http://www.kaymu.com.np/top-coastel-plain-white-quarter-sleeve-t-shirt-300864.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5999-468003-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Grey and Black Top Coastel Baseball T-Shirt,http://www.kaymu.com.np/grey-and-black-top-coastel-baseball-t-shirt-300856.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5639-658003-1-zoom.jpg,AwesomeDeal,"Rs 1,100",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.8/5 (14 reviews),0.25 kg,Kathmandu Printed T-Shirt - Blue,http://www.kaymu.com.np/kathmandu-printed-t-shirt-blue-101627.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4481-726101-1-zoom.jpg,AsianCotton,Rs 387,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (6 reviews),0.25 kg,Guess Round Neck Tshirt - Black,http://www.kaymu.com.np/guess-round-neck-tshirt-black-1682741.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5221-1472861-1-zoom.jpg,advantage,"Rs 1,090",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Printed Round Neck Wash T-Shirt For Men,http://www.kaymu.com.np/printed-round-neck-wash-t-shirt-for-men-1666128.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4545-8216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Horse Printed Wash Tshirt For Men,http://www.kaymu.com.np/horse-printed-wash-tshirt-for-men-1666143.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4663-3416661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Red Top Coastel Quarter Sleeve Baseball T-Shirt,http://www.kaymu.com.np/red-top-coastel-quarter-sleeve-baseball-t-shirt-300860.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5880-068003-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,V-Neck Polo Tshirt For Men  Black,http://www.kaymu.com.np/v-neck-polo-tshirt-for-men-black-1666126.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4548-6216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.8/5 (5 reviews),0.30 kg,Full Sleeve Woolen T-Shirt - Black,http://www.kaymu.com.np/full-sleeve-woolen-t-shirt-black-1665813.html,Men's,Other,Wool,http://static.kaymu.com.np/p/other-6101-3185661-1-zoom.jpg,TheGanzaFashionWear,"Rs 2,185",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,White Top Coastel Quarter Sleeve Baseball T-Shirt,http://www.kaymu.com.np/white-top-coastel-quarter-sleeve-baseball-t-shirt-300858.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5761-858003-1-zoom.jpg,AwesomeDeal,"Rs 1,200",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Minnesota Printed T-Shirt for Men - White,http://www.kaymu.com.np/minnesota-printed-t-shirt-for-men-white-1676943.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4860-3496761-1-zoom.jpg,AwesomeDeal,Rs 950,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Whale Ale Printed T-Shirt for Men - Black,http://www.kaymu.com.np/whale-ale-printed-t-shirt-for-men-black-1676930.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4137-0396761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Blue Top Coastel Baseball T-Shirt,http://www.kaymu.com.np/blue-top-coastel-baseball-t-shirt-300850.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5339-058003-1-zoom.jpg,AwesomeDeal,"Rs 1,100",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (6 reviews),0.60 kg,Pack Of 2 Blue & Black Calvin Klein T-shirt,http://www.kaymu.com.np/pack-of-2-blue-black-calvin-klein-t-shirt-1682739.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5207-9372861-1-zoom.jpg,advantage,"Rs 1,990",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Round Neck T-Shirt for Men - White,http://www.kaymu.com.np/round-neck-t-shirt-for-men-white-1676927.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3719-7296761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans Black Tshirt For Men,http://www.kaymu.com.np/vans-black-tshirt-for-men-1666120.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4549-0216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Throne Printed Wash Tshirt For Men,http://www.kaymu.com.np/throne-printed-wash-tshirt-for-men-1666149.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4658-9416661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Cross Back Printed T-Shirt for Men - Green,http://www.kaymu.com.np/cross-back-printed-t-shirt-for-men-green-1676942.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4802-2496761-1-zoom.jpg,AwesomeDeal,Rs 900,,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans T-Shirt For Men Black,http://www.kaymu.com.np/vans-t-shirt-for-men-black-1666115.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4553-5116661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans T-Shirt For Men Grey,http://www.kaymu.com.np/vans-t-shirt-for-men-grey-1666121.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4553-1216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Pink Top Coastel Baseball T-Shirt,http://www.kaymu.com.np/pink-top-coastel-baseball-t-shirt-300854.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5578-458003-1-zoom.jpg,AwesomeDeal,"Rs 1,100",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Grey Top Coastel Baseball T-Shirt With Buttons,http://www.kaymu.com.np/grey-top-coastel-baseball-t-shirt-with-buttons-300867.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6238-768003-1-zoom.jpg,AwesomeDeal,"Rs 1,250",,,Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,V-Neck Polo Tshirt For Men Blue,http://www.kaymu.com.np/v-neck-polo-tshirt-for-men-blue-1666123.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4549-3216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050",,,,,Bagmati - Kathmandu Inside Ring Road ,New
