stiched_unstiched,avg_rating_tot_reviews,weight,title,url,gender,brand,material,image_urls,seller,cost,images,occasion,age_group,product_location,condition
Stitched,3.7/5 (14 reviews),0.25 kg,HNM Cotton V-Neck White T-shirt,http://www.kaymu.com.np/hnm-cotton-v-neck-white-t-shirt-300517.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4042-715003-1-zoom.jpg,K-bazar,Rs 635,"[{'url': 'http://static.kaymu.com.np/p/other-4042-715003-1-zoom.jpg', 'path': 'full/ee693f124edf79a4c4282f5c2e8a657aa84846b6.jpg', 'checksum': 'bca56b037f6e23448694e80437f90419'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Blue Top Coastel Baseball T-Shirt With Buttons,http://www.kaymu.com.np/blue-top-coastel-baseball-t-shirt-with-buttons-300868.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6299-868003-1-zoom.jpg,AwesomeDeal,"Rs 1,250","[{'url': 'http://static.kaymu.com.np/p/other-6299-868003-1-zoom.jpg', 'path': 'full/b06439aa352c7232fd434603ae16f80aa90c8fcb.jpg', 'checksum': 'f217d1393a43c2926e909316ffedd086'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Gant Printed T-Shirt for Men - Blue,http://www.kaymu.com.np/gant-printed-t-shirt-for-men-blue-1676931.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4199-1396761-1-zoom.jpg,AwesomeDeal,Rs 950,"[{'url': 'http://static.kaymu.com.np/p/other-4199-1396761-1-zoom.jpg', 'path': 'full/b855a4b7fa3560b219a0a8c91ecf6cf4971da334.jpg', 'checksum': '9aeb2ee46f8c27f14446466349c29f15'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans Black Tshirt For Men,http://www.kaymu.com.np/vans-black-tshirt-for-men-1666120.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4549-0216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/vans_bags-4549-0216661-1-zoom.jpg', 'path': 'full/ba6e17c74f28101edfaf707a617e7295510cf397.jpg', 'checksum': 'bcb168837331f554f7c3878786893501'}]",,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans Black Tshirt For Men,http://www.kaymu.com.np/vans-black-tshirt-for-men-1666159.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4766-9516661-1-zoom.jpg,AwesomeDeal,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/vans_bags-4766-9516661-1-zoom.jpg', 'path': 'full/8d21a8884fee7cb026f974d2d3b317cf9ca94cc4.jpg', 'checksum': '3279a3b09e436f26b48c228c70d58f15'}]",,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Manchester City Printed T-Shirt,http://www.kaymu.com.np/manchester-city-printed-t-shirt-1679747.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7608-7479761-1-zoom.jpg,OptionWearPatan,Rs 650,"[{'url': 'http://static.kaymu.com.np/p/other-7608-7479761-1-zoom.jpg', 'path': 'full/31b93985378ecbd3138d137f53c260227ee7ffa1.jpg', 'checksum': 'e5aeae76d199c9da0146e0def0086fa0'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Whale Ale Printed T-Shirt for Men - Blue,http://www.kaymu.com.np/whale-ale-printed-t-shirt-for-men-blue-1676953.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5397-3596761-1-zoom.jpg,AwesomeDeal,Rs 900,"[{'url': 'http://static.kaymu.com.np/p/other-5397-3596761-1-zoom.jpg', 'path': 'full/591121bc20ff02ec845d9730fc4f022c59bea3b7.jpg', 'checksum': '33c8270c3058064f0bd78ce6d6acf427'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,V-Neck Polo Tshirt For Men Orange,http://www.kaymu.com.np/v-neck-polo-tshirt-for-men-orange-1666124.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4549-4216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/other-4549-4216661-1-zoom.jpg', 'path': 'full/e11684ecb4f49b7cdb5a591e5c160f7979a246b0.jpg', 'checksum': '8a46a1300cafc68c0b4f632694f6d66e'}]",,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.8/5 (5 reviews),0.30 kg,Abercrombie Round Neck T-Shirt,http://www.kaymu.com.np/abercrombie-round-neck-t-shirt-1665856.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7723-6585661-1-zoom.jpg,TheGanzaFashionWear,"Rs 1,555","[{'url': 'http://static.kaymu.com.np/p/other-7723-6585661-1-zoom.jpg', 'path': 'full/c055823be876730587a8e4a2a837ce7aaa1f6c98.jpg', 'checksum': 'edd5c295381866e4057eb9fbcc37f1bd'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,White Top Coastel Quarter Sleeve Baseball T-Shirt,http://www.kaymu.com.np/white-top-coastel-quarter-sleeve-baseball-t-shirt-300858.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5761-858003-1-zoom.jpg,AwesomeDeal,"Rs 1,200","[{'url': 'http://static.kaymu.com.np/p/other-5761-858003-1-zoom.jpg', 'path': 'full/77609b19ef9a17049cee843151846c2fa79e237f.jpg', 'checksum': '59222aa4e25807e870fc95ff1807c36d'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Grey V-Neck T-Shirt for Men,http://www.kaymu.com.np/grey-v-neck-t-shirt-for-men-1676937.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4495-7396761-1-zoom.jpg,AwesomeDeal,Rs 950,"[{'url': 'http://static.kaymu.com.np/p/other-4495-7396761-1-zoom.jpg', 'path': 'full/8d85cd657e88119466554d1082384e5acb0466dc.jpg', 'checksum': 'd56adcd93831a12053449cc33a7bfb56'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Red Top Coastel Baseball T-Shirt with Buttons,http://www.kaymu.com.np/red-top-coastel-baseball-t-shirt-with-buttons-300871.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6539-178003-1-zoom.jpg,AwesomeDeal,"Rs 1,250","[{'url': 'http://static.kaymu.com.np/p/other-6539-178003-1-zoom.jpg', 'path': 'full/ba98fffdd047570c0f1a1171a620d1590eb1b5dd.jpg', 'checksum': 'efb258b44725254c359ad1c0edd697cd'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Round Neck T-Shirt for Men - Green,http://www.kaymu.com.np/round-neck-t-shirt-for-men-green-1676923.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3478-3296761-1-zoom.jpg,AwesomeDeal,Rs 900,"[{'url': 'http://static.kaymu.com.np/p/other-3478-3296761-1-zoom.jpg', 'path': 'full/4d444650e3fbd2cca84bf6a7dd03ee50e7d6e44e.jpg', 'checksum': '4960e90a9be4eaf4843cde40b9f97b70'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Vans T-Shirt For Men Grey,http://www.kaymu.com.np/vans-t-shirt-for-men-grey-1666121.html,Men's,,Cotton,http://static.kaymu.com.np/p/vans_bags-4553-1216661-1-zoom.jpg,AwesomeDeal,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/vans_bags-4553-1216661-1-zoom.jpg', 'path': 'full/748ccb8fac048e70aa8bf952ce7262a651df608b.jpg', 'checksum': '16cbe8f751463b2617be1b6690b69f65'}]",,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Black Men's V-Neck Printed T-shirt,http://www.kaymu.com.np/black-mens-v-neck-printed-t-shirt-1673141.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0800-1413761-1-zoom.jpg,ssfashion,Rs 599,"[{'url': 'http://static.kaymu.com.np/p/other-0800-1413761-1-zoom.jpg', 'path': 'full/bf381913dea2e5798112481355195dbfb7ab9bec.jpg', 'checksum': '9d371b5d603b1464a9d6bf778d0dbbcf'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Top Coastel Plain Black Quarter Sleeve T-Shirt,http://www.kaymu.com.np/top-coastel-plain-black-quarter-sleeve-t-shirt-300863.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5999-368003-1-zoom.jpg,AwesomeDeal,"Rs 1,200","[{'url': 'http://static.kaymu.com.np/p/other-5999-368003-1-zoom.jpg', 'path': 'full/48601eccc57329bc24e4fb82e5bb59e139e630e0.jpg', 'checksum': 'ba5ad9c22989b77c6848e0befed86cdc'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.8/5 (5 reviews),0.30 kg,Black V-Neck Woolen T-Shirt,http://www.kaymu.com.np/black-v-neck-woolen-t-shirt-1665852.html,Men's,Other,Wool,http://static.kaymu.com.np/p/other-7602-2585661-1-zoom.jpg,TheGanzaFashionWear,"Rs 1,725","[{'url': 'http://static.kaymu.com.np/p/other-7602-2585661-1-zoom.jpg', 'path': 'full/8e4060ff491c0a576dc0cfd83af540a63f33a636.jpg', 'checksum': 'b988c67e30fe6d61a381035fb1cc02c3'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.6/5 (45 reviews),0.40 kg,Wolf Printed Wash Tshirt For Men,http://www.kaymu.com.np/wolf-printed-wash-tshirt-for-men-1666141.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4664-1416661-1-zoom.jpg,AwesomeDeal,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/other-4664-1416661-1-zoom.jpg', 'path': 'full/a793b34b9f5ff336072b0f342f3fafd02980d0d7.jpg', 'checksum': 'd0daa271dea05745a204c82c15661bf1'}]",,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Pink and White Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-pink-and-white-mens-printed-t-shirt-1678105.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7834-5018761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,"[{'url': 'http://static.kaymu.com.np/p/other-7834-5018761-1-zoom.jpg', 'path': 'full/7026f276d44d07b3a8dd14b430622ea1bb1d39cc.jpg', 'checksum': '1a20d3055b7bd626f8a3c14a050475f8'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.6/5 (45 reviews),0.30 kg,Blue Top Coastel Quarter Sleeve Baseball T-Shirt,http://www.kaymu.com.np/blue-top-coastel-quarter-sleeve-baseball-t-shirt-300865.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6060-568003-1-zoom.jpg,AwesomeDeal,"Rs 1,200","[{'url': 'http://static.kaymu.com.np/p/other-6060-568003-1-zoom.jpg', 'path': 'full/867caa7c9446fbfadc05a447acba150fe8005634.jpg', 'checksum': 'da36e066ab8d881267801fe1f114efde'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.1/5 (23 reviews),0.25 kg,Plane On The Moon T Shirt,http://www.kaymu.com.np/plane-on-the-moon-t-shirt-58893.html,Men's,Other,Other,http://static.kaymu.com.np/p/other-4205-39885-1-zoom.jpg,merowardrobe,"Rs 1,469","[{'url': 'http://static.kaymu.com.np/p/other-4205-39885-1-zoom.jpg', 'path': 'full/68965daf2aee007d7c9124ebcc1bd9c73b524ea5.jpg', 'checksum': '77d0f2713c9f5bfd95ad5e2eed216394'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Grey Vans T-shirt,http://www.kaymu.com.np/grey-vans-t-shirt-1673152.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-1883-2513761-1-zoom.jpg,ssfashion,Rs 599,"[{'url': 'http://static.kaymu.com.np/p/other-1883-2513761-1-zoom.jpg', 'path': 'full/ed5d417109f24d06c330068c3433207953d0036c.jpg', 'checksum': '916d8f5d757527b95c7e6f1abdb366f3'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Grey Men's V-Neck Printed T-shirt,http://www.kaymu.com.np/grey-mens-v-neck-printed-t-shirt-1673142.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0914-2413761-1-zoom.jpg,ssfashion,Rs 599,"[{'url': 'http://static.kaymu.com.np/p/other-0914-2413761-1-zoom.jpg', 'path': 'full/6bac9052b2811956b712bf0cdcb36209ce580060.jpg', 'checksum': '31daf02d7755f92bb66a6c73f815b4b9'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.9/5 (19 reviews),0.30 kg,Dokie Halloween T-Shirt - Black,http://www.kaymu.com.np/dokie-halloween-t-shirt-black-1680264.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8552-4620861-1-zoom.jpg,The Suzyan,"Rs 1,250","[{'url': 'http://static.kaymu.com.np/p/other-8552-4620861-1-zoom.jpg', 'path': 'full/cadb156aa5e2d71a5b426ca8c86d5e648b2c11d3.jpg', 'checksum': '109144d3a250905ddfee6fdb5909ae7c'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Black Dragon Skull Glow In The Dark T-shirt,http://www.kaymu.com.np/black-dragon-skull-glow-in-the-dark-t-shirt-1673148.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-1712-8413761-1-zoom.jpg,ssfashion,Rs 849,"[{'url': 'http://static.kaymu.com.np/p/other-1712-8413761-1-zoom.jpg', 'path': 'full/45a271d6a5ca00c83aa37f0bf1c3f365b156687f.jpg', 'checksum': '0c6f9566d19b5116e2d5239af6571e1b'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.5/5 (2 reviews),0.25 kg,Cotton Stretchable T-Shirt - Light Green,http://www.kaymu.com.np/cotton-stretchable-t-shirt-light-green-251783.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4136-387152-1-zoom.jpg,CkCollection,Rs 830,"[{'url': 'http://static.kaymu.com.np/p/other-4136-387152-1-zoom.jpg', 'path': 'full/b7359545519f73237911a5b734f67719c5b08667.jpg', 'checksum': '349bd5caeb24e821bfe8c5d9919d4e23'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Men's V-Neck Printed Tshirt - Dark Green,http://www.kaymu.com.np/mens-v-neck-printed-tshirt-dark-green-1673165.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3023-5613761-1-zoom.jpg,ssfashion,Rs 699,"[{'url': 'http://static.kaymu.com.np/p/other-3023-5613761-1-zoom.jpg', 'path': 'full/5b04ce4e04433ab3eda2c58d29de0cd95d1a24ca.jpg', 'checksum': '12756624fa33a73c4494f2b78e5ebb9a'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,V Neck Nepal Printed T-Shirt - White,http://www.kaymu.com.np/v-neck-nepal-printed-t-shirt-white-113788.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6992-887311-1-zoom.jpg,phalano,"Rs 1,120","[{'url': 'http://static.kaymu.com.np/p/other-6992-887311-1-zoom.jpg', 'path': 'full/662befe6caf94f54ef5b8506226dc1d9ba08d7f9.jpg', 'checksum': 'c5dc94429e6fbe7311e39a5192eec647'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.7/5 (187 reviews),0.50 kg,Combo Of 2 Pink and Blue Men's Printed T-shirt,http://www.kaymu.com.np/combo-of-2-pink-and-blue-mens-printed-t-shirt-1678094.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6049-4908761-1-zoom.jpg,SixtysevenClothingStore,Rs 750,"[{'url': 'http://static.kaymu.com.np/p/other-6049-4908761-1-zoom.jpg', 'path': 'full/5740bc8a87ec6f73cb6cd4925c43de1465d5e727.jpg', 'checksum': '8954dcb77efca12820d59a3793a6f59a'}]",,,Bagmati - Kathmandu Inside Ring Road ,New
,3.9/5 (19 reviews),0.30 kg,Dual Side Faded T-Shirt,http://www.kaymu.com.np/dual-side-faded-t-shirt-1680272.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8563-2720861-1-zoom.jpg,The Suzyan,"Rs 1,550","[{'url': 'http://static.kaymu.com.np/p/other-8563-2720861-1-zoom.jpg', 'path': 'full/826d27f4b0e6b308813840a436b65a68f9373825.jpg', 'checksum': '2fb0451ef5d0878f60a16ac14a34c181'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.1/5 (23 reviews),0.25 kg,Manga Boot Print T Shirt - White,http://www.kaymu.com.np/manga-boot-print-t-shirt-white-58891.html,Men's,Other,Other,http://static.kaymu.com.np/p/other-4165-19885-1-zoom.jpg,merowardrobe,"Rs 2,186","[{'url': 'http://static.kaymu.com.np/p/other-4165-19885-1-zoom.jpg', 'path': 'full/80538d8832f336808a916478d5846fae2994e20b.jpg', 'checksum': '135fabbe13dcdcec5664bc0599198789'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3.9/5 (19 reviews),0.30 kg,Woodmax Monkey Print T-Shirt - Black,http://www.kaymu.com.np/woodmax-monkey-print-t-shirt-black-1680257.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8608-7520861-1-zoom.jpg,The Suzyan,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/other-8608-7520861-1-zoom.jpg', 'path': 'full/7e42af72e4173872fc53ae25edf0cb372bffe3e7.jpg', 'checksum': '78ad285aab6a66ad4b60b870a3e4492d'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Men's V-Neck Printed T-shirt - Blue,http://www.kaymu.com.np/mens-v-neck-printed-t-shirt-blue-1673170.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-3736-0713761-1-zoom.jpg,ssfashion,Rs 699,"[{'url': 'http://static.kaymu.com.np/p/other-3736-0713761-1-zoom.jpg', 'path': 'full/c789b4d3af003fd02d454aa52c0444038a02f8de.jpg', 'checksum': '40b3c3c65519533ce532a4ad031153fc'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,V-Neck Printed T-Shirt - White,http://www.kaymu.com.np/v-neck-printed-t-shirt-white-113784.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6928-487311-1-zoom.jpg,phalano,"Rs 1,120","[{'url': 'http://static.kaymu.com.np/p/other-6928-487311-1-zoom.jpg', 'path': 'full/548c234cf0df9aea5e0f114fb56295fd4521a538.jpg', 'checksum': 'a8101145ec08cc464daf3c99d5a7d3b6'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Grey Thug Life T-shirt,http://www.kaymu.com.np/grey-thug-life-t-shirt-1673154.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-2059-4513761-1-zoom.jpg,ssfashion,Rs 599,"[{'url': 'http://static.kaymu.com.np/p/other-2059-4513761-1-zoom.jpg', 'path': 'full/cfc3063613ea2b837fbe268b5e7a2ef0820aad9d.jpg', 'checksum': 'bc044632ecaafb9b8b598777240b9593'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Grey Coco Cola Printed T-shirt,http://www.kaymu.com.np/grey-coco-cola-printed-t-shirt-1673164.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-2838-4613761-1-zoom.jpg,ssfashion,Rs 599,"[{'url': 'http://static.kaymu.com.np/p/other-2838-4613761-1-zoom.jpg', 'path': 'full/26be5cb3b656e09e0568722debbd7efc7df356e5.jpg', 'checksum': '3a14b7bea2a308222f7f986ded12ee7a'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4/5 (60 reviews),0.30 kg,Red Men's V-Neck Printed T-shirt,http://www.kaymu.com.np/red-mens-v-neck-printed-t-shirt-1673140.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0680-0413761-1-zoom.jpg,ssfashion,Rs 599,"[{'url': 'http://static.kaymu.com.np/p/other-0680-0413761-1-zoom.jpg', 'path': 'full/022cb04d13a00bff9c0353f6889ff25502aad1b2.jpg', 'checksum': '2502c19ba315cf4eb2913bcdce848652'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,4.7/5 (3 reviews),0.30 kg,Black Hellsing Printed T-Shirt for Men,http://www.kaymu.com.np/black-hellsing-printed-t-shirt-for-men-1335202.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-5309-2025331-1-zoom.jpg,completehunter,Rs 550,"[{'url': 'http://static.kaymu.com.np/p/other-5309-2025331-1-zoom.jpg', 'path': 'full/5ad333dd856beced709fdf8d76c783d64f085079.jpg', 'checksum': '901824d108ccf856edbac5fb87c6e5ea'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3/5 (1 review),0.25 kg,Purple Lenin Full Sleeve 3 Button Collar T-shirt,http://www.kaymu.com.np/purple-lenin-full-sleeve-3-button-collar-t-shirt-234907.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6577-709432-1-zoom.jpg,AahanaTraders,Rs 980,"[{'url': 'http://static.kaymu.com.np/p/other-6577-709432-1-zoom.jpg', 'path': 'full/67086d11796f38b564f6015ae7c3eff292b2ebd3.jpg', 'checksum': 'a984bc88e6cdf13e3410cde8c1b09d23'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Dark Maroon Collar Button T-Shirt,http://www.kaymu.com.np/dark-maroon-collar-button-t-shirt-1677761.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-0144-1677761-1-zoom.jpg,MySpaceKhichapokhari,"Rs 1,115","[{'url': 'http://static.kaymu.com.np/p/other-0144-1677761-1-zoom.jpg', 'path': 'full/a38a3bba67f4c03412df324d811e1344089b3400.jpg', 'checksum': '975810c8cc6752a124051dfc5b9c06b3'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3/5 (1 review),0.25 kg,Sky Blue Plain V-Neck T-shirt,http://www.kaymu.com.np/sky-blue-plain-v-neck-t-shirt-234905.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-6554-509432-1-zoom.jpg,AahanaTraders,Rs 780,"[{'url': 'http://static.kaymu.com.np/p/other-6554-509432-1-zoom.jpg', 'path': 'full/79511f6717b5f903f51028e94d87e03782101c14.jpg', 'checksum': 'a76694554bea1cab0d66641d21b58b1e'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4.7/5 (6 reviews),0.30 kg,Pandu Printed T-Shirt - Purple,http://www.kaymu.com.np/pandu-printed-t-shirt-purple-113786.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9109-687311-1-zoom.jpg,phalano,"Rs 1,240","[{'url': 'http://static.kaymu.com.np/p/other-9109-687311-1-zoom.jpg', 'path': 'full/a8e1c825ed205343ce800faf305052d0430bdd84.jpg', 'checksum': '2bf56a247a26eade3c719900ef8ad902'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.7/5 (2065 reviews),0.25 kg,Minion Print T-Shirt,http://www.kaymu.com.np/minion-print-t-shirt-238787.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9939-787832-1-zoom.jpg,theclothes,Rs 750,"[{'url': 'http://static.kaymu.com.np/p/other-9939-787832-1-zoom.jpg', 'path': 'full/c1508159b92dd9224dc3f9771f1fa49041d75368.jpg', 'checksum': 'e6cf204fb9d592db074ee25963106ca1'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,4/5 (88 reviews),0.30 kg,New York Love At First Sight Tshirt - Blue,http://www.kaymu.com.np/new-york-love-at-first-sight-tshirt-blue-1680307.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-9397-7030861-1-zoom.jpg,Lifestyle,"Rs 1,050","[{'url': 'http://static.kaymu.com.np/p/other-9397-7030861-1-zoom.jpg', 'path': 'full/29e23878af6aecf74669b21a0a01e5fb20732660.jpg', 'checksum': '9448285f0859f8edbcdc89df100227af'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3/5 (1 review),0.30 kg,Men's White Printed T-Shirt,http://www.kaymu.com.np/mens-white-printed-t-shirt-1672900.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7882-0092761-1-zoom.jpg,exclusivecollection,Rs 750,"[{'url': 'http://static.kaymu.com.np/p/other-7882-0092761-1-zoom.jpg', 'path': 'full/e74a6d073d13d7a3affdfda87e3c1640efc30e4b.jpg', 'checksum': '81f4f6a5e43114ae3b9b22777b7c4d31'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,3.9/5 (19 reviews),0.30 kg,Men's White T-Shirt With Green Patterns,http://www.kaymu.com.np/mens-white-t-shirt-with-green-patterns-1680269.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-8559-9620861-1-zoom.jpg,The Suzyan,"Rs 1,250","[{'url': 'http://static.kaymu.com.np/p/other-8559-9620861-1-zoom.jpg', 'path': 'full/87cb95f205cda610ad3d90a0fd700c1c1f6adb19.jpg', 'checksum': 'e57a5d0c92c862325770696356d2c599'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3/5 (1 review),0.30 kg,Men's Pink Printed T-Shirt,http://www.kaymu.com.np/mens-pink-printed-t-shirt-1672896.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7758-6982761-1-zoom.jpg,exclusivecollection,Rs 750,"[{'url': 'http://static.kaymu.com.np/p/other-7758-6982761-1-zoom.jpg', 'path': 'full/f325389d5fdfd0a0b6747c082394db393a7b744d.jpg', 'checksum': '45ced6d3f290fb6fcfebb5e89961453f'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
,,0.30 kg,Buttoned Blue Collar T-Shirt,http://www.kaymu.com.np/buttoned-blue-collar-t-shirt-1671935.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-4639-5391761-1-zoom.jpg,ThreeSMensWear,"Rs 1,000","[{'url': 'http://static.kaymu.com.np/p/other-4639-5391761-1-zoom.jpg', 'path': 'full/da399f023a45b6d155e009c96f627bf3ac3b2dc7.jpg', 'checksum': 'aacf6f91e1ad539aacf8e95ed306d39e'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
Stitched,3/5 (3 reviews),0.30 kg,Men's Red V-Neck T-Shirt,http://www.kaymu.com.np/mens-red-v-neck-t-shirt-1681762.html,Men's,Other,Cotton,http://static.kaymu.com.np/p/other-7160-2671861-1-zoom.jpg,AryaFashion,Rs 950,"[{'url': 'http://static.kaymu.com.np/p/other-7160-2671861-1-zoom.jpg', 'path': 'full/2b760c3f8033be379b275c52a66838a3012e1a9c.jpg', 'checksum': '73b9418de3a3788b4e8f74f8bd4c3474'}]",Casual,,Bagmati - Kathmandu Inside Ring Road ,New
